+/-;Código;Classificação;Tipo;Nome;Apelido;Grupo;Relatório;Filtro;Fórmula;Condição;Plano padrão;Saldo;Código subconta;Grupo subconta;Natureza subconta;Empreendimentos Imobiliários;Unidades imobiliárias;Caixa produtor rural;Banco produtor rural;Conta transitória de produtor rural;Conta participante do Carnê Leão
;218;02.1.5.04.001;;    Provisão P/ Férias;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;219;02.1.5.04.002;;    Provisão P/ 13º Salário;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1050;02.1.5.05;T;   Obrigações Operacionais;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1051;02.1.5.05.01;;    Estoque Em Elaboração;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1053;02.1.5.06;T;   Dividendos;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1054;02.1.5.06.01;;    Dividendos A Pagar;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;850;02.1.7;T;  Passivo Não Circulante;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;851;02.1.7.3;T;   Exigivel A Longo Prazo;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;852;02.1.7.3.01;T;    Emprestimos E Financiamento;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;853;02.1.7.3.01.006;;     Créditos De Investidores;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;998;02.1.7.3.01.007;;     Ricardo De Carli Dresch;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;220;02.2;T; Passivo Não Circulante;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;221;02.2.1;T;  Empréstimos E Financiamentos;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;860;02.2.1.;T;   Dividendos;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;861;02.2.1.001;;   Dividendos A Pagar;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;878;02.2.1.003;;   Antecipações De Sócios;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1052;02.2.1.004;;   Lucros A Distribuir;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;222;02.2.1.01;T;   Empréstimos E Financiamentos Bancários;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;223;02.2.1.01.001;;    Banco Do Brasil Sa;EMPRBBPGR;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;224;02.2.1.01.002;;    Caixa Econômica Federal Sa;EMPRCEFPGR;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;634;02.2.1.01.003;;    Bradesco;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;712;02.2.1.01.004;;    Banrisul;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;721;02.2.1.01.005;;    Bco Itaú;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;722;02.2.1.01.006;;    Finame;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;793;02.2.1.01.007;;    Telmo Benedetti;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;794;02.2.1.01.008;;    Alvaro L Machiavelli;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;795;02.2.1.01.009;;    Jaime Schardong;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;796;02.2.1.01.010;;    Roberto Dão Quimaier Moraes;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;797;02.2.1.01.011;;    Milton Girardi;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;798;02.2.1.01.012;;    Leonidas Pires;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;799;02.2.1.01.013;;    Nilvo Fries;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;800;02.2.1.01.014;;    Rogério Moresco;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;801;02.2.1.01.015;;    Saulo Jose Husein;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;802;02.2.1.01.016;;    Valdir Sauer;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;803;02.2.1.01.017;;    Recuperação De Despesas;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;804;02.2.1.01.018;;    Luiz Alberto;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;805;02.2.1.01.019;;    Luis Ardemio Brum;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;806;02.2.1.01.020;;    Odilo João Benedetti;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;807;02.2.1.01.021;;    Kertony Washington Silvano;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;808;02.2.1.01.022;;    Alter Miranda Da Silva;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;809;02.2.1.01.023;;    José Marino Clerice;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;810;02.2.1.01.024;;    Ivo Joel Borati;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;877;02.2.1.01.025;;    Banco Sicredi - Pronampe;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;906;02.2.1.01.026;;    Margaret Pasquali;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;907;02.2.1.01.027;;    Egon Kroeff Neto;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;908;02.2.1.01.028;;    Ricardo (irmão Margaret);;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;909;02.2.1.01.029;;    Katia Amaral;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;927;02.2.1.01.030;;    Clovis Inacio Dresch;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;928;02.2.1.01.031;;    Outros Credores ;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;944;02.2.1.01.032;;    Banco Do Brasil Pronampe Ii;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;945;02.2.1.01.033;;    Coop Unicred Cap De Giro Longo Price;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;946;02.2.1.01.034;;    Coop Unicred - Reforma E Construção;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;978;02.2.1.01.035;;    Sicredi;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;979;02.2.1.01.036;;    Badesul;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;980;02.2.1.01.037;;    Cdb Financiamento;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;981;02.2.1.01.038;;    Capital De Giro N° 29092364 - Sicoob;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;982;02.2.1.01.039;;    Capital De Giro Nº 68079077 - Sicoob;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1000;02.2.1.01.040;;    Bnco Banrisul;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1001;02.2.1.01.041;;    Banco Caixa Econômica Federal - Projer;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1002;02.2.1.01.042;;    Banco Do Brasil - Finame;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1003;02.2.1.01.043;;    Caixa Econômica Federal - Variação Monetária;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1004;02.2.1.01.044;;    Banco Do Brasil - Variações Monetárias;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1005;02.2.1.01.045;;    Bradesco - Variação Monetária;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1006;02.2.1.01.046;;    Banrisul - Variações Monetárias;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1007;02.2.1.01.047;;    Caixa Econômica Federal - Garantia Fgo;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1011;02.2.1.01.048;;    Concretize;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1034;02.2.1.01.049;;    Nubank;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;635;02.2.1.02;T;   Parcelamentos Longo Prazo;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;636;02.2.1.02.001;;    Simples Nacional ;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;910;02.2.1.02.002;;    Inss;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;918;02.2.1.02.003;;    Ir Aluguel;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;996;02.2.1.02.004;;    Parcelamento De Icms;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;997;02.2.1.02.005;;    Parcelamento Pert;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1015;02.2.1.02.006;;    Proc Prev 15274428-2;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1016;02.2.1.02.007;;    Proc Prev 16428164-9;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1017;02.2.1.02.008;;    Proc Prev 18231230-5;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1018;02.2.1.02.009;;    Proc Prev 19635259-2;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1019;02.2.1.02.010;;    Proc Prev 19414.199.789;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1020;02.2.1.02.011;;    Proc Irrf Trabalhista 19414.199.732;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1021;02.2.1.02.012;;    Proc Irpf 00.2.23.015599-11;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1022;02.2.1.02.013;;    Parcelamento Fgts;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1023;02.2.1.02.014;;    Proc Prev 19414.891.372;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1024;02.2.1.02.015;;    Proc Irrf Trabalhista 19414.788.144;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;812;02.2.1.03;T;   Lucros A Pagar;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;813;02.2.1.03.001;;    Lucros Roberto Dão Quimaier;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;814;02.2.1.03.002;;    Lucros Telmo Bnedetti;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;834;02.2.1.03.003;;    Lucros Saulo Husein;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;835;02.2.1.03.004;;    Lucros Ivo Joel Boratti;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;836;02.2.1.03.005;;    Lucros José Marino Clerice;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;891;02.2.1.03.006;;    Lucros Jaime Luiz Schardong;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;924;02.2.1.03.007;;    Antecipações De Lucros;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;984;02.2.1.03.008;;    Lucros Juliano Trindade Souto;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;985;02.2.1.03.009;;    Lucros Luiz Antonio Gomes Camargo;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1008;02.2.1.03.010;;    Lucros Odilo João Benedetti;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1009;02.2.1.03.011;;    Lucros Alvaro L Machiavelli;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1025;02.2.1.03.012;;    Antecipações De Lucros Egon;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1026;02.2.1.03.013;;    Antecipações De Lucros Marga;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1027;02.2.1.03.014;;    Antecipações De Lucros Bernanrdo;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1032;02.2.1.03.015;;    Lucros Fábio Grespan Godinho;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1033;02.2.1.03.016;;    Lucros Marcia Grespan Godinho;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1055;02.2.1.03.017;;    Lucros Clóvis Inácio Dresch;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1056;02.2.1.03.018;;    Lucros Miriane Bertuol Pinto;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1057;02.2.1.03.019;;    Lucros Vitor Pereira Faro;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1061;02.2.1.03.020;;    Lucros Luiza Villa Verde Linde;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1062;02.2.1.03.021;;    Lucros Raissa Marques Rocha;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1063;02.2.1.03.022;;    Lucros Alexei Hahn Somorovsky;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1064;02.2.1.03.023;;    Lucros Felipe Guillante;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1065;02.2.1.03.024;;    Lucros Bruna De Sá Barcelos Pinto;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1066;02.2.1.03.025;;    Lucros Henrique Farias Langeloh;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1067;02.2.1.03.026;;    Lucros Nadine Boufleur Kunz;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1068;02.2.1.03.027;;    Lucros Mike Steyvanne Miranda De Andrade ;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1069;02.2.1.03.028;;    Lucros Solido Empreendimentos ;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1120;02.2.1.03.029;;    Lucros A Pagar;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1122;02.2.1.03.030;;    Lucros Pedro Da Rocha Cruz;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;1123;02.2.1.03.031;;    Lucros Eduardo Benites Cabral;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;846;02.2.1.04;T;   Exigivel A Longo Prazo;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;847;02.2.1.04.001;T;    Emprestimos E Financiamentos A Longo Prazo;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;848;02.2.1.04.001.001;;     Créditos De Investidores;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;225;02.3;T; Patrimônio Líquido;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;226;02.3.1;T;  Capital;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;227;02.3.1.01;T;   Capital Social;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;228;02.3.1.01.001;;    Capital Social Subscrito;CSSUBS;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;229;02.3.1.01.002;;    Capital Social Integralizado;CSINTEGR;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;815;02.3.1.01.003;;    Jaime Luiz Schardong;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;816;02.3.1.01.004;;    Leonidas Pires;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;817;02.3.1.01.005;;    Nilvo Reinoldo Fries;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;818;02.3.1.01.006;;    Odilo João Benedetti;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;819;02.3.1.01.007;;    Roberto Dão Quimaier Moraes;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;820;02.3.1.01.008;;    Rogerio Moresco Da Rosa;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;821;02.3.1.01.009;;    Saulo Salgado Husein;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;822;02.3.1.01.010;;    Telmo Luiz Benedetti;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;823;02.3.1.01.011;;    Valdir Sauer;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;824;02.3.1.01.012;;    Kertony Washington Silvano;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;825;02.3.1.01.013;;    Milton Girardi;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;826;02.3.1.01.014;;    Alter Miranda Da Silva;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;827;02.3.1.01.015;;    Alvaro Machiavelli Filho;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;828;02.3.1.01.016;;    Luis Ardemio Brum;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;829;02.3.1.01.017;;    Ivo Joel Borati;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;830;02.3.1.01.018;;    José Marino Clerice;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;831;02.3.1.01.019;;    Luiz Alberto;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;230;02.3.2;T;  Reservas;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;231;02.3.2.01;T;   Reservas De Capital;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;232;02.3.2.01.001;;    Reservas De Correção Monetária Do Capita;RCM;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;233;02.3.2.02;T;   Reservas De Lucros;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;234;02.3.2.02.001;;    Reserva De Lucros;RESLUCR;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;235;02.3.2.02.002;;    Reserva De Contingências;RESCONT;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;236;02.3.2.02.003;;    Reserva Legal;RESLEGAL;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;237;02.3.2.02.004;;    Reserva Estatutária;RESESTAT;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;238;02.3.2.02.005;;    Reserva De Lucros Para Expansão;RESLUCEXP;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;239;02.3.2.02.006;;    Reserva De Incentivos Fiscais;RESINCFISC;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;745;02.3.2.02.007;;    Lucros Distribuidos;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;699;02.3.2.03;T;   Sócios Conta Corrente;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;700;02.3.2.03.001;;    José S De Souza;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;701;02.3.2.03.002;;    Ana Lucia Franco;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;702;02.3.2.03.003;;    Gertrudes Fraga De Souza;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;703;02.3.2.03.004;;    Luci Fraga De Souza;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;240;02.3.3;T;  Ajustes De Avaliação Patrimonial;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;241;02.3.3.01;T;   Ajustes De Avaliação Patrimonial;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;242;02.3.3.01.001;;    Normas Internacionais De Contabilidade;AJNORMAS;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;243;02.3.3.01.002;;    (-) Normas Internacionais De Contabilidade;AJNORMASS;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;244;02.3.3.01.003;;    Avaliação De Instrumentos Financeiros;AJINSTRUM;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;245;02.3.3.01.004;;    (-) Avaliação De Instrumentos Financeiros;AJINSTRUMM;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;246;02.3.3.01.005;;    Ajustes Ao Valor De Mercado;AJVLRMERC;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;247;02.3.3.01.006;;    (-) Ajustes Ao Valor De Mercado;AJVLRMERCC;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;999;02.3.3.01.007;;    Avp;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;248;02.3.4;T;  Lucros Ou Prejuízos Acumulados;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;249;02.3.4.03;T;   Lucros Ou Prejuízos Acumulados;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;250;02.3.4.03.001;;    Lucros Acumulados;LUCACUM;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;251;02.3.4.03.002;;    Prejuízos Acumulados;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;921;02.3.4.03.003;;    Lucros Exercicios Anteriores;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;252;02.3.4.04;T;   Resultado Do Exercício;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;253;02.3.4.04.001;;    Resultado Do Exercício;RESULTEXERC;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;254;02.3.4.04.003;;    Ajustes De Exercícios Anteriores;AJUSEXERCANT;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;854;02.3.5;T;  Lucros Ou Prejuízos Acumulados;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;855;02.3.5.01;T;   Lucros Ou Prejuízos Acumulados;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;856;02.3.5.01.001;;    Lucros Acumulados;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;255;02.4;T; Contas De Compensação;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;256;02.4.1;T;  Contas De Compensação;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;257;02.4.1.01;T;   Contas De Compensação;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;258;02.4.1.01.001;;    Contas De Compensação;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;259;03;T;Receitas;RECEITAS;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;260;03.1;T; Receitas Operacionais;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;261;03.1.1;T;  Receita Bruta Com Vendas E Serviços;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;262;03.1.1.01;T;   Receita Com Vendas;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;263;03.1.1.01.001;;    Vendas De Produtos;VENDAS IND;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;264;03.1.1.01.002;;    Vendas Produtos Fabricação Própria A Prazo;VENDAS IND PRAZ;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;265;03.1.1.01.003;;    Vendas De Mercadorias;VENDA MERC;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;266;03.1.1.01.004;;    Vendas De Imóveis Próprios;VENDA IMOV;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;637;03.1.1.01.005;;    Venda Produtos Fabricação Própria Vista;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;638;03.1.1.01.006;;    Revenda De Mercadorias A Vista;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;639;03.1.1.01.007;;    Revenda De Mercadorias A Prazo;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;911;03.1.1.01.008;;    Vendas De Obras Diversas Porto Alegre;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;912;03.1.1.01.009;;    Vendas De Obras Diversas São Paulo;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1127;03.1.1.02;T;   Receitas Diretas;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1128;03.1.1.02.001;;    Comissão Externa Recebida;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1129;03.1.1.02.002;;    Clientes Serviços Prestados;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1130;03.1.1.02.003;;    Clientes Revenda De Mercadoria;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1131;03.1.1.02.004;;    Repasse De Clientes - Vendas Galeria;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1217;03.1.1.02.005;;    Clientes - Venda De Mercadoria Fabricada;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;267;03.1.1.03;T;   Receitas Com Serviços;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;268;03.1.1.03.001;;    Serviços Prestados;SERVIÇOS;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;269;03.1.1.03.002;;    Serviços De Industrialização;SERV IND;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;270;03.1.1.03.003;;    Serviços De Fretes;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;271;03.1.1.03.004;;    Serviços De Prestados;servprest;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;775;03.1.1.03.005;;    Serviços Prestados A Vista;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;942;03.1.1.03.006;;    Outras Receitas De Serviços;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;640;03.1.1.04;T;   Outras Receitas;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;895;03.1.1.04.01;;    Outras Receitas Não Operacionais;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;938;03.1.1.04.02;;    Outras Receitas;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;641;03.1.1.05;T;   Doações E Subvenções;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1132;03.1.1.06;T;   Receitas Indiretas;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1133;03.1.1.06.001;;    Dividendos Recebidos;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1134;03.1.1.06.002;;    Rendimentos De Aplicações;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
